"source_file","sample_id","fo","k","j","i","fm","fluorojip_FvFm","vendor_FvFm","fluorojip_Mo","vendor_Mo","fluorojip_ABS_RC","vendor_ABS_RC","fluorojip_TRo_RC","vendor_TRo_RC","fluorojip_ETo_RC","vendor_ETo_RC","fluorojip_DIo_RC","vendor_DIo_RC","fluorojip_psi_Eo","vendor_Psi_o","fluorojip_phi_Eo","vendor_Phi_Eo","fluorojip_PI_abs","vendor_PI_abs","diff_FvFm","diff_Mo","diff_ABS_RC","diff_TRo_RC","diff_ETo_RC","diff_DIo_RC","diff_Psi_o","diff_Phi_Eo","diff_PI_abs"
"FluorPen - test 1.xlsx","64",5591,7672,11248,15897,25065,0.77694,0.78,0.427442,0.438,1.893906,1.974,1.471451,1.538,1.04401,1.101,0.422455,0.435,0.70951,0.715,0.551247,0.558,4.491949,4.505,-0.00306000000000006,-0.010558,-0.0800940000000001,-0.066549,-0.0569899999999999,-0.012545,-0.00548999999999999,-0.00675300000000001,-0.0130509999999999
"FluorPen - test 1.xlsx","65",5917,8680,13036,18693,30332,0.804925,0.805,0.452673,0.462,1.928707,2.015,1.552465,1.623,1.099793,1.16,0.376242,0.393,0.708417,0.715,0.570223,0.576,5.197753,5.147,-7.50000000000473e-05,-0.00932700000000003,-0.0862929999999997,-0.070535,-0.0602069999999999,-0.016758,-0.00658300000000001,-0.00577699999999992,0.0507529999999994
"FluorPen - test 1.xlsx","66",6632,10663,15930,19279,31113,0.786842,0.783,0.658633,0.673,2.203921,2.314,1.734136,1.812,1.075503,1.139,0.469784,0.502,0.620195,0.629,0.487995,0.492,2.734996,2.638,0.00384200000000001,-0.014367,-0.110079,-0.0778639999999999,-0.0634969999999999,-0.032216,-0.00880499999999995,-0.00400499999999998,0.0969959999999999
"FluorPen - test 1.xlsx","67",6112,9005,13459,14402,20091,0.695784,0.695,0.827813,0.851,2.263726,2.367,1.575065,1.644,0.747252,0.793,0.688661,0.723,0.474426,0.482,0.330098,0.335,0.912018,0.895,0.000784000000000007,-0.023187,-0.103274,-0.0689350000000002,-0.045748,-0.034339,-0.00757399999999997,-0.00490200000000002,0.017018
"FluorPen - test 1.xlsx","68",3908,5533,9531,11615,20428,0.808694,0.809,0.393462,0.411,1.429424,1.516,1.155967,1.227,0.762504,0.816,0.273457,0.289,0.659625,0.665,0.533435,0.538,5.731038,5.56,-0.000306000000000028,-0.017538,-0.086576,-0.0710329999999999,-0.053496,-0.015543,-0.00537500000000002,-0.00456500000000004,0.171037999999999
"FluorPen - test 1.xlsx","69",4566,6370,10269,14117,27098,0.8315,0.833,0.320256,0.331,1.521706,1.6,1.265299,1.334,0.945043,1.002,0.256407,0.267,0.746893,0.752,0.621042,0.626,9.569475,9.457,-0.00149999999999995,-0.010744,-0.0782940000000001,-0.0687010000000001,-0.056957,-0.010593,-0.00510699999999997,-0.00495800000000002,0.112475
"FluorPen - test 1.xlsx","70",5124,7357,11924,14277,23658,0.783414,0.782,0.481925,0.498,1.676674,1.765,1.313529,1.379,0.831604,0.882,0.363145,0.385,0.633107,0.639,0.495984,0.5,3.722619,3.597,0.00141400000000003,-0.016075,-0.0883259999999999,-0.0654710000000001,-0.050396,-0.021855,-0.00589300000000004,-0.00401600000000002,0.125619
"FluorPen - test 1.xlsx","71",4576,6580,10857,13040,22043,0.792406,0.794,0.458923,0.479,1.610576,1.704,1.27623,1.353,0.817307,0.874,0.334346,0.351,0.640408,0.646,0.507463,0.513,4.220822,4.123,-0.00159399999999998,-0.020077,-0.093424,-0.0767700000000002,-0.056693,-0.016654,-0.00559200000000004,-0.00553700000000001,0.0978219999999999
"FluorPen - test 1.xlsx","72",4606,6291,9451,11854,19272,0.761,0.762,0.459566,0.473,1.828021,1.916,1.391125,1.461,0.931559,0.988,0.436896,0.455,0.669644,0.677,0.509599,0.516,3.530762,3.501,-0.001,-0.013434,-0.087979,-0.0698749999999999,-0.056441,-0.018104,-0.00735600000000003,-0.00640099999999999,0.0297619999999998
"FluorPen - test 1.xlsx","73",5064,7018,10598,15782,26938,0.812013,0.815,0.357319,0.365,1.739332,1.812,1.41236,1.477,1.055041,1.111,0.326972,0.335,0.747006,0.753,0.606578,0.613,7.332716,7.4,-0.00298699999999996,-0.00768099999999999,-0.0726679999999997,-0.0646399999999998,-0.0559590000000001,-0.00802800000000004,-0.00599400000000005,-0.00642200000000004,-0.0672840000000008
"FluorPen - test 1.xlsx","74",7477,11216,16255,25846,37225,0.79914,0.795,0.502756,0.508,2.132047,2.225,1.703805,1.769,1.201048,1.261,0.428242,0.456,0.704921,0.713,0.563331,0.567,4.457963,4.331,0.00413999999999992,-0.00524400000000003,-0.0929530000000001,-0.0651950000000001,-0.059952,-0.027758,-0.00807899999999995,-0.00366899999999992,0.126963
"FluorPen - test 1.xlsx","75",5004,7407,12462,14127,20837,0.75985,0.76,0.607086,0.637,1.696147,1.803,1.288817,1.37,0.681731,0.733,0.407329,0.434,0.528959,0.535,0.401929,0.406,2.094812,2.016,-0.000149999999999983,-0.029914,-0.106853,-0.0811829999999998,-0.051269,-0.026671,-0.00604100000000007,-0.00407100000000005,0.0788120000000001
"FluorPen - test 1.xlsx","76",1963,2243,3236,3996,6990,0.71917,0.744,0.222797,0.234,1.22337,1.256,0.879811,0.935,0.657015,0.701,0.343559,0.321,0.746767,0.75,0.537053,0.558,6.173004,6.937,-0.02483,-0.011203,-0.0326299999999997,-0.055189,-0.0439849999999999,0.022559,-0.00323300000000004,-0.020947,-0.763996000000001
"FluorPen - test 1.xlsx","77",4695,6779,10657,14905,27337,0.828255,0.828,0.368165,0.381,1.688114,1.783,1.398189,1.477,1.030023,1.096,0.289926,0.306,0.736684,0.742,0.610162,0.615,7.992478,7.784,0.000255000000000005,-0.012835,-0.0948860000000002,-0.078811,-0.065977,-0.016074,-0.00531599999999999,-0.00483800000000001,0.208477999999999
"FluorPen - test 1.xlsx","78",5393,8334,12901,18783,28583,0.811321,0.809,0.507288,0.524,1.931247,2.043,1.566862,1.653,1.059574,1.128,0.364385,0.39,0.67624,0.683,0.548648,0.552,4.650608,4.461,0.00232099999999991,-0.0167120000000001,-0.111753,-0.086138,-0.0684259999999999,-0.025615,-0.0067600000000001,-0.00335200000000002,0.189608
"FluorPen - test 1.xlsx","79",6762,9980,14922,20709,34136,0.80191,0.799,0.470227,0.475,1.967117,2.047,1.577451,1.637,1.107224,1.161,0.389666,0.411,0.701907,0.709,0.562866,0.567,4.845744,4.755,0.00290999999999997,-0.00477299999999997,-0.0798829999999997,-0.0595489999999999,-0.053776,-0.021334,-0.00709300000000002,-0.00413399999999997,0.0907439999999999
"FluorPen - test 1.xlsx","80",4885,6889,10797,16011,25124,0.805564,0.807,0.396067,0.409,1.683151,1.77,1.355886,1.428,0.959819,1.019,0.327264,0.342,0.707891,0.713,0.570252,0.576,5.965163,5.88,-0.0014360000000001,-0.012933,-0.086849,-0.0721140000000002,-0.0591810000000002,-0.014736,-0.00510899999999992,-0.00574799999999998,0.0851630000000005
"FluorPen - test 1.xlsx","81",6469,9363,13589,20091,29942,0.783949,0.783,0.493162,0.499,2.073914,2.155,1.625843,1.687,1.13268,1.189,0.448071,0.468,0.696673,0.704,0.546156,0.552,4.018446,3.988,0.000948999999999978,-0.00583800000000001,-0.0810860000000004,-0.0611569999999999,-0.0563200000000001,-0.019929,-0.00732699999999997,-0.00584400000000007,0.0304459999999995
"FluorPen - test 1.xlsx","82",5174,7268,11515,13977,24516,0.788954,0.79,0.433047,0.445,1.674276,1.75,1.320927,1.383,0.88788,0.938,0.353349,0.367,0.672164,0.678,0.530307,0.536,4.577905,4.54,-0.00104599999999999,-0.011953,-0.0757239999999999,-0.0620730000000003,-0.0501199999999999,-0.013651,-0.00583600000000006,-0.00569300000000006,0.0379050000000003
"FluorPen - test 1.xlsx","83",5403,7467,11136,12602,20767,0.739828,0.742,0.53736,0.553,1.946513,2.034,1.440084,1.509,0.902724,0.956,0.506429,0.525,0.626855,0.633,0.463765,0.47,2.454153,2.445,-0.00217199999999995,-0.0156400000000001,-0.0874869999999999,-0.068916,-0.053276,-0.018571,-0.00614499999999996,-0.00623499999999999,0.00915299999999997
"FluorPen - test 1.xlsx","84",5851,8387,12354,15572,25065,0.766567,0.77,0.527948,0.547,2.034911,2.142,1.559895,1.649,1.031947,1.102,0.475016,0.493,0.661549,0.668,0.507121,0.514,3.154338,3.144,-0.00343300000000002,-0.0190520000000001,-0.107089,-0.0891050000000002,-0.0700529999999999,-0.017984,-0.00645099999999998,-0.00687899999999997,0.0103380000000004
"FluorPen - test 1.xlsx","85",5044,6630,9242,11305,15064,0.665162,0.666,0.633134,0.642,2.271922,2.352,1.511196,1.566,0.878062,0.924,0.760726,0.786,0.581038,0.59,0.386484,0.393,1.212632,1.218,-0.000838000000000005,-0.00886600000000004,-0.0800779999999999,-0.0548040000000001,-0.045938,-0.025274,-0.00896199999999991,-0.00651600000000002,-0.00536800000000004
"FluorPen - test 1.xlsx","86",3120,3738,5722,5812,13220,0.763994,0.772,0.244752,0.254,1.243516,1.295,0.950038,1,0.705286,0.746,0.293477,0.295,0.742376,0.746,0.567171,0.576,7.501596,7.703,-0.00800600000000007,-0.00924800000000001,-0.0514839999999999,-0.049962,-0.040714,-0.001523,-0.00362399999999996,-0.00882899999999998,-0.201404
"FluorPen - test 1.xlsx","87",3978,4915,7168,8175,14306,0.721935,0.727,0.362897,0.37,1.627462,1.676,1.174922,1.218,0.812025,0.848,0.45254,0.458,0.691131,0.696,0.498951,0.506,3.569656,3.637,-0.00506499999999999,-0.00710299999999997,-0.0485379999999997,-0.0430779999999999,-0.035975,-0.00546000000000002,-0.0048689999999999,-0.00704900000000003,-0.0673439999999994
"FluorPen - test 1.xlsx","88",5652,8195,12741,15563,23818,0.7627,0.76,0.559947,0.579,1.88134,1.987,1.434899,1.511,0.874952,0.931,0.446441,0.476,0.609765,0.617,0.465068,0.469,2.669482,2.567,0.00270000000000004,-0.019053,-0.10566,-0.076101,-0.0560480000000001,-0.029559,-0.00723499999999999,-0.00393199999999999,0.102482
"FluorPen - test 1.xlsx","89",7932,11248,15767,23505,32673,0.757231,0.757,0.536114,0.543,2.235668,2.325,1.692916,1.759,1.156802,1.216,0.542751,0.566,0.683319,0.692,0.51743,0.523,3.010434,2.996,0.000230999999999981,-0.00688600000000006,-0.0893320000000002,-0.0660839999999998,-0.0591979999999999,-0.023249,-0.00868099999999994,-0.00557000000000007,0.0144340000000001
"FluorPen - test 1.xlsx","90",5884,9168,15865,16743,28739,0.795261,0.8,0.574754,0.608,1.65493,1.76,1.316101,1.409,0.741347,0.8,0.338829,0.352,0.56329,0.568,0.447963,0.455,3.027391,2.994,-0.00473900000000005,-0.033246,-0.10507,-0.0928990000000001,-0.0586530000000001,-0.013171,-0.00470999999999999,-0.00703700000000002,0.0333910000000004
"FluorPen - test 1.xlsx","91",6989,10078,14272,20351,30267,0.769088,0.772,0.530802,0.531,2.205928,2.254,1.696554,1.741,1.165752,1.21,0.509374,0.514,0.687129,0.695,0.528463,0.537,3.31599,3.423,-0.00291200000000003,-0.000198000000000031,-0.0480719999999999,-0.0444460000000002,-0.0442480000000001,-0.00462600000000002,-0.00787099999999996,-0.00853700000000002,-0.10701
"FluorPen - test 1.xlsx","92",6404,9233,13622,15312,25423,0.748102,0.75,0.594984,0.616,2.095633,2.208,1.567747,1.656,0.972763,1.04,0.527885,0.553,0.620485,0.628,0.464186,0.471,2.316984,2.289,-0.00189799999999996,-0.021016,-0.112367,-0.0882529999999999,-0.067237,-0.025115,-0.00751500000000005,-0.00681399999999999,0.027984
"FluorPen - test 1.xlsx","93",4715,6689,10358,13260,25632,0.81605,0.819,0.377492,0.386,1.714669,1.784,1.399256,1.462,1.021764,1.076,0.315413,0.322,0.730219,0.736,0.595896,0.603,7.002937,7.082,-0.0029499999999999,-0.00850800000000002,-0.069331,-0.0627439999999999,-0.0542360000000002,-0.00658700000000001,-0.00578100000000004,-0.007104,-0.0790630000000005
"FluorPen - test 1.xlsx","94",5563,7666,10947,15682,26629,0.791092,0.791,0.399316,0.401,1.975,2.037,1.562407,1.612,1.163091,1.211,0.412592,0.425,0.744422,0.751,0.588907,0.594,5.584733,5.621,9.1999999999981e-05,-0.00168400000000002,-0.0619999999999998,-0.0495929999999996,-0.0479089999999998,-0.012408,-0.00657799999999997,-0.00509300000000001,-0.0362670000000005
"FluorPen - test 1.xlsx","95",5949,8355,12646,15377,26984,0.779536,0.78,0.457523,0.474,1.843483,1.949,1.437061,1.52,0.979538,1.046,0.406422,0.429,0.681626,0.688,0.531352,0.537,4.106461,4.007,-0.00046400000000002,-0.016477,-0.105517,-0.0829390000000001,-0.0664619999999998,-0.022578,-0.00637399999999999,-0.00564799999999999,0.0994610000000007
"FluorPen - test 1.xlsx","96",4606,6241,10009,10348,17268,0.733264,0.735,0.516506,0.541,1.650755,1.745,1.210439,1.283,0.693933,0.743,0.440316,0.462,0.57329,0.579,0.420373,0.426,2.237369,2.186,-0.00173599999999996,-0.024494,-0.0942449999999999,-0.0725610000000001,-0.049067,-0.021684,-0.00570999999999999,-0.00562699999999999,0.0513690000000002
"FluorPen - test 1.xlsx","97",3429,4346,6759,8514,16949,0.797687,0.804,0.271302,0.276,1.380869,1.419,1.101502,1.141,0.8302,0.865,0.279368,0.278,0.753698,0.758,0.601215,0.609,8.73749,9.052,-0.00631300000000001,-0.00469800000000004,-0.0381310000000001,-0.039498,-0.0347999999999999,0.00136799999999998,-0.00430200000000003,-0.00778499999999993,-0.314510000000002
"FluorPen - test 1.xlsx","98",4935,7058,11266,15413,25064,0.803104,0.804,0.421879,0.439,1.67019,1.769,1.341336,1.422,0.919457,0.982,0.328854,0.347,0.685479,0.691,0.550511,0.555,5.322467,5.177,-0.000896000000000008,-0.017121,-0.0988100000000001,-0.0806639999999998,-0.062543,-0.018146,-0.005521,-0.00448900000000008,0.145466999999999
"FluorPen - test 1.xlsx","99",4785,6998,11166,14715,22572,0.788012,0.788,0.497667,0.514,1.760435,1.853,1.387243,1.46,0.889577,0.946,0.373192,0.393,0.641255,0.648,0.505316,0.51,3.774378,3.682,1.2000000000012e-05,-0.016333,-0.0925650000000002,-0.072757,-0.056423,-0.019808,-0.006745,-0.00468400000000002,0.0923780000000001
"FluorPen - test 1.xlsx","100",3090,3519,4925,5294,10219,0.697622,0.711,0.240707,0.259,1.340482,1.43,0.93515,1.017,0.694443,0.759,0.405332,0.413,0.742601,0.746,0.518055,0.53,4.965432,5.054,-0.013378,-0.018293,-0.0895180000000002,-0.0818499999999999,-0.064557,-0.00766799999999995,-0.00339900000000004,-0.011945,-0.0885680000000004
"FluorPen - test 1.xlsx","101",6697,9655,13654,17523,23765,0.718199,0.714,0.693227,0.704,2.368053,2.474,1.700733,1.767,1.007506,1.063,0.66732,0.707,0.592395,0.602,0.425458,0.43,1.564167,1.524,0.00419900000000006,-0.0107729999999999,-0.105947,-0.0662669999999999,-0.0554939999999999,-0.0396799999999999,-0.00960499999999997,-0.00454199999999999,0.0401670000000001
"FluorPen - test 1.xlsx","102",4965,6829,10059,13359,19900,0.750503,0.75,0.49923,0.51,1.95027,2.035,1.463683,1.527,0.964453,1.017,0.486588,0.508,0.658922,0.666,0.494523,0.5,2.979693,2.946,0.000503000000000031,-0.01077,-0.0847300000000002,-0.0633169999999998,-0.0525469999999999,-0.021412,-0.00707800000000003,-0.00547700000000001,0.033693
"FluorPen - test 1.xlsx","103",4636,6560,10239,11944,18025,0.742802,0.742,0.5748,0.594,1.849148,1.945,1.37355,1.443,0.79875,0.849,0.475598,0.502,0.581522,0.589,0.431956,0.437,2.170336,2.112,0.000801999999999969,-0.0192,-0.0958519999999998,-0.06945,-0.05025,-0.026402,-0.00747799999999998,-0.00504399999999999,0.0583360000000002
"FluorPen - test 1.xlsx","104",3778,4915,7347,9491,14665,0.74238,0.747,0.417746,0.428,1.716516,1.778,1.274307,1.329,0.856561,0.901,0.442209,0.449,0.672178,0.678,0.499011,0.507,3.442266,3.5,-0.00461999999999996,-0.010254,-0.0614840000000001,-0.0546930000000001,-0.044439,-0.00679099999999999,-0.00582199999999999,-0.00798900000000002,-0.057734
"FluorPen - test 1.xlsx","105",4885,6969,10079,13349,21445,0.772208,0.771,0.503382,0.511,2.078363,2.161,1.604929,1.667,1.101547,1.156,0.473435,0.494,0.686353,0.693,0.530007,0.535,3.569275,3.534,0.00120799999999999,-0.00761800000000001,-0.0826370000000001,-0.0620709999999998,-0.0544529999999999,-0.020565,-0.00664699999999996,-0.00499300000000003,0.0352750000000004
"FluorPen - test 1.xlsx","106",4855,7088,11983,12721,22392,0.783181,0.783,0.509323,0.537,1.599995,1.707,1.253086,1.337,0.743763,0.8,0.346909,0.37,0.593545,0.599,0.464854,0.469,3.296771,3.154,0.000180999999999987,-0.0276770000000001,-0.107005,-0.083914,-0.0562370000000001,-0.023091,-0.00545499999999999,-0.00414599999999998,0.142771
"FluorPen - test 2.xlsx","1",6437,10305,17068,24285,35794,0.820165,0.818,0.527029,0.546,1.774479,1.876,1.455366,1.535,0.928337,0.989,0.319113,0.342,0.637872,0.644,0.52316,0.527,4.527184,4.337,0.00216500000000008,-0.0189710000000001,-0.101521,-0.079634,-0.060663,-0.022887,-0.00612800000000002,-0.00384000000000007,0.190184
"FluorPen - test 2.xlsx","2",5214,7956,13120,20807,33499,0.844354,0.842,0.387767,0.4,1.643033,1.734,1.387301,1.459,0.999533,1.059,0.255732,0.274,0.720488,0.726,0.608347,0.611,8.510693,8.123,0.00235400000000008,-0.012233,-0.090967,-0.0716990000000002,-0.0594669999999999,-0.018268,-0.00551199999999996,-0.00265300000000002,0.387693000000001
"FluorPen - test 2.xlsx","3",5423,8115,12891,19581,33848,0.839784,0.838,0.378821,0.391,1.716972,1.814,1.441885,1.52,1.063064,1.128,0.275087,0.295,0.737274,0.742,0.61915,0.622,8.566874,8.195,0.00178400000000001,-0.012179,-0.0970280000000001,-0.0781149999999999,-0.0649359999999999,-0.019913,-0.00472600000000001,-0.00285000000000002,0.371874
"FluorPen - test 2.xlsx","4",6242,10078,16190,26496,38753,0.838929,0.836,0.471963,0.48,1.83856,1.918,1.542421,1.603,1.070457,1.122,0.296139,0.315,0.694011,0.7,0.582226,0.585,6.425247,6.192,0.00292900000000007,-0.00803699999999996,-0.07944,-0.0605789999999999,-0.0515430000000001,-0.018861,-0.00598899999999991,-0.00277399999999994,0.233247
"FluorPen - test 2.xlsx","5",7217,10923,16092,26041,40216,0.820544,0.817,0.449226,0.454,2.035613,2.122,1.67031,1.734,1.221084,1.28,0.365303,0.388,0.731052,0.738,0.599861,0.603,6.105622,5.939,0.0035440000000001,-0.004774,-0.0863869999999998,-0.06369,-0.058916,-0.022697,-0.00694799999999995,-0.003139,0.166622
"FluorPen - test 2.xlsx","6",6181,9272,14536,23170,37307,0.834321,0.831,0.397224,0.407,1.773698,1.865,1.479832,1.55,1.082608,1.143,0.293865,0.315,0.731575,0.737,0.610368,0.613,7.737856,7.404,0.00332100000000002,-0.00977599999999995,-0.091302,-0.070168,-0.060392,-0.021135,-0.00542500000000001,-0.00263199999999997,0.333856
"FluorPen - test 2.xlsx","7",6502,9688,14922,23993,37907,0.828475,0.827,0.405795,0.413,1.826898,1.908,1.513539,1.577,1.107744,1.164,0.313359,0.331,0.73189,0.738,0.606352,0.61,7.21722,7.034,0.001475,-0.00720499999999996,-0.081102,-0.063461,-0.0562559999999999,-0.017641,-0.00610999999999995,-0.00364799999999998,0.18322
"FluorPen - test 2.xlsx","8",5124,7527,11993,19601,32631,0.842971,0.841,0.349438,0.36,1.659997,1.751,1.39933,1.472,1.049892,1.112,0.260667,0.278,0.750282,0.755,0.632466,0.635,9.716297,9.325,0.00197100000000006,-0.010562,-0.0910029999999999,-0.07267,-0.0621080000000001,-0.017333,-0.004718,-0.00253400000000004,0.391297000000002
"FluorPen - test 2.xlsx","9",5583,8683,13788,21804,35293,0.84181,0.839,0.417368,0.43,1.795267,1.895,1.511274,1.59,1.093906,1.16,0.283993,0.305,0.72383,0.729,0.609328,0.612,7.769031,7.422,0.00280999999999998,-0.012632,-0.0997330000000001,-0.0787260000000001,-0.0660939999999999,-0.021007,-0.00517000000000001,-0.00267200000000001,0.347031
"FluorPen - test 2.xlsx","10",6404,9428,14434,26333,38395,0.833207,0.831,0.378106,0.381,1.807895,1.874,1.506351,1.557,1.128245,1.176,0.301543,0.317,0.748992,0.755,0.624066,0.627,8.245041,8.071,0.00220700000000007,-0.00289400000000001,-0.0661050000000001,-0.0506489999999999,-0.047755,-0.015457,-0.00600800000000001,-0.00293399999999999,0.174041000000001
"FluorPen - test 2.xlsx","11",5623,7427,10937,16899,30458,0.815385,0.814,0.290558,0.294,1.665376,1.726,1.357922,1.406,1.067365,1.112,0.307453,0.32,0.786028,0.791,0.640915,0.644,9.742365,9.615,0.00138500000000008,-0.003442,-0.060624,-0.0480779999999998,-0.0446350000000002,-0.012547,-0.00497200000000009,-0.003085,0.127364999999999
"FluorPen - test 2.xlsx","12",5884,8712,13622,20514,33193,0.822734,0.822,0.414222,0.423,1.776853,1.853,1.461876,1.524,1.047654,1.101,0.314976,0.329,0.71665,0.723,0.589612,0.594,6.606418,6.508,0.000734000000000012,-0.00877800000000001,-0.076147,-0.0621240000000001,-0.0533459999999999,-0.014024,-0.00634999999999997,-0.00438799999999995,0.0984179999999997
"FluorPen - test 2.xlsx","13",7152,11346,17133,24448,39695,0.819826,0.816,0.515503,0.529,2.050183,2.161,1.680794,1.764,1.165291,1.236,0.369389,0.397,0.693298,0.7,0.568384,0.572,5.016965,4.804,0.00382600000000011,-0.013497,-0.110817,-0.0832060000000001,-0.0707089999999999,-0.027611,-0.00670199999999999,-0.00361599999999995,0.212965
"FluorPen - test 2.xlsx","14",6599,10175,16157,23212,36347,0.818444,0.817,0.480839,0.49,1.828527,1.907,1.496547,1.558,1.015708,1.068,0.331979,0.349,0.678701,0.685,0.555479,0.56,5.20772,5.099,0.001444,-0.00916099999999997,-0.078473,-0.061453,-0.052292,-0.017021,-0.00629900000000005,-0.00452100000000011,0.10872
"FluorPen - test 2.xlsx","15",6729,9883,14759,25423,39110,0.827947,0.826,0.389611,0.389,1.897596,1.954,1.571108,1.614,1.181497,1.224,0.326487,0.34,0.752015,0.759,0.622628,0.627,7.690194,7.645,0.00194700000000003,0.000610999999999973,-0.0564039999999999,-0.0428920000000002,-0.042503,-0.013513,-0.00698500000000002,-0.00437200000000004,0.0451940000000004
"FluorPen - test 2.xlsx","16",7445,12029,18011,29715,41776,0.821788,0.817,0.534095,0.54,2.111711,2.206,1.735378,1.802,1.201283,1.262,0.376333,0.404,0.692232,0.7,0.568867,0.572,4.911505,4.723,0.00478800000000001,-0.00590500000000005,-0.0942889999999998,-0.066622,-0.0607169999999999,-0.0276670000000001,-0.007768,-0.00313299999999994,0.188505
"FluorPen - test 2.xlsx","17",6599,10468,16840,24090,37160,0.822417,0.82,0.506397,0.524,1.837488,1.946,1.511181,1.595,1.004784,1.071,0.326307,0.351,0.6649,0.671,0.546825,0.55,5.000878,4.767,0.002417,-0.017603,-0.108512,-0.0838189999999999,-0.0662160000000001,-0.024693,-0.00609999999999999,-0.00317500000000004,0.233878
"FluorPen - test 2.xlsx","18",6892,11086,16743,23668,35762,0.807281,0.803,0.581088,0.592,2.109517,2.209,1.702974,1.775,1.121887,1.182,0.406543,0.435,0.658781,0.666,0.531821,0.535,3.833767,3.691,0.00428099999999998,-0.0109119999999999,-0.0994830000000002,-0.0720259999999999,-0.0601129999999999,-0.028457,-0.00721900000000009,-0.00317900000000004,0.142767
"FluorPen - test 2.xlsx","19",6079,9005,14922,25065,37745,0.838946,0.839,0.369608,0.388,1.577615,1.685,1.323533,1.414,0.953925,1.025,0.254082,0.272,0.720741,0.725,0.604663,0.608,8.521838,8.151,-5.39999999999985e-05,-0.018392,-0.107385,-0.0904669999999999,-0.0710749999999999,-0.017918,-0.00425900000000001,-0.00333700000000003,0.370838000000001
"FluorPen - test 2.xlsx","20",5214,7517,11754,19272,31933,0.836721,0.836,0.344773,0.355,1.683432,1.77,1.408563,1.48,1.063789,1.125,0.27487,0.291,0.75523,0.76,0.631917,0.635,9.392374,9.121,0.000721000000000083,-0.010227,-0.086568,-0.071437,-0.0612109999999999,-0.01613,-0.00477000000000005,-0.00308300000000006,0.271374
"FluorPen - test 2.xlsx","21",6014,9493,15020,23668,36087,0.833347,0.832,0.462741,0.479,1.8542,1.958,1.545192,1.63,1.082451,1.15,0.309008,0.328,0.700529,0.706,0.583784,0.587,6.308521,6.082,0.00134699999999999,-0.016259,-0.1038,-0.084808,-0.0675489999999999,-0.018992,-0.005471,-0.003216,0.226521
"FluorPen - test 2.xlsx","22",6372,9980,15930,24448,38525,0.834601,0.833,0.448854,0.465,1.809175,1.915,1.509939,1.594,1.061085,1.13,0.299236,0.32,0.702734,0.708,0.586502,0.59,6.593415,6.32,0.00160100000000007,-0.016146,-0.105825,-0.0840610000000002,-0.0689149999999998,-0.020764,-0.00526599999999999,-0.003498,0.273415
